arxiv_id,url,month,field,tool,vendor,quote
2306.04734,https://arxiv.org/abs/2306.04734,2023-06,math.RT,SageMath,,"Our datasets of the Kronecker coefficients $g_{\lambda, \mu}^\nu$ are generated by \sage \cite{sage}."
2306.04734,https://arxiv.org/abs/2306.04734,2023-06,math.RT,TensorFlow,,"We implement the algorithms using \mth \cite{wolfram}, \tf \cite{TF} and \lgbm \cite{LGBM}."
2306.09536,https://arxiv.org/abs/2306.09536,2023-06,math.RT,ChatGPT,openai,Lastly I thank ChatGPT for polishing some English writings.
2307.07157,https://arxiv.org/abs/2307.07157,2023-07,math.AG,ChatGPT,openai,We would like to acknowledge the assistance of ChatGPT in polishing the wording.
2307.12185,https://arxiv.org/abs/2307.12185,2023-07,math.GT,WEKA Workbench (version 3.8.3),,Default settings of MLP in WEKA Workbench (version 3.8.3):
2307.12185,https://arxiv.org/abs/2307.12185,2023-07,math.GT,multilayer perceptron (MLP),,"We use the classical model of multilayer perceptron (MLP) \cite{ perceptron-1961},\cite{rumelhart:errorpropnonote} and its implementation as software called WEKA Workbench for Data Mining \cite{10.5555/3086818}."
2307.12097,https://arxiv.org/abs/2307.12097,2023-07,math.NT,ChatGPT3,openai,"I asked ChatGPT3 to ""write a one paragraph summary of the following material: ..."" and then entered the LaTeX source for the 2 1/2 page introduction to this article."
2307.01861,https://arxiv.org/abs/2307.01861,2023-07,math.OA,ChatGPT,openai,The computer code was written with some facilitation by ChatGPT~\cite{ChatGPT}.
2307.01603,https://arxiv.org/abs/2307.01603,2023-07,math.PR,a computational knowledge engine,,"One can check, using a computational knowledge engine, that since $L_0\geqslant 10^{10},$ we have $\sum_{k\geqslant 1} \frac{5}{l_k}\leqslant \frac{1}{2},$ therefore we have $\rho_k\geqslant 1/2$ for every $k\geqslant \ucSk{S:k:paths}.$"
2308.00182,https://arxiv.org/abs/2308.00182,2023-07,math.PR,ChatGPT,openai,"During the preparation of this work the authors used ChatGPT in order to improve English grammar, syntax, spelling and wording."
2307.00785,https://arxiv.org/abs/2307.00785,2023-07,math.RT,ChatGPT,openai,D.T. also acknowledges ChatGPT for its assistance with proofreading.
2308.11355,https://arxiv.org/abs/2308.11355,2023-08,math.AG,PyTorch,,"For efficient subsequent operations, this data is converted into a PyTorch tensor and structured as a dataset named ``$str2$""."
2308.11355,https://arxiv.org/abs/2308.11355,2023-08,math.AG,Support Vector Machine (SVM),,"In this article, we focus on several commonly used models, including linear models \cite{aitken1936iv, nelder1972generalized}, Support Vector Machine (SVM) \cite{cortes1995support, burges1998tutorial}, and neural networks \cite{rosenblatt1958perceptron, rumelhart1986learning}."
2308.11355,https://arxiv.org/abs/2308.11355,2023-08,math.AG,linear models,,"In this article, we focus on several commonly used models, including linear models \cite{aitken1936iv, nelder1972generalized}, Support Vector Machine (SVM) \cite{cortes1995support, burges1998tutorial}, and neural networks \cite{rosenblatt1958perceptron, rumelhart1986learning}."
2308.11355,https://arxiv.org/abs/2308.11355,2023-08,math.AG,machine learning,unnamed,"We used machine learning to study a central unsolved problem in pure mathematics, namely the geometry of affine Deligne--Lusztig varieties."
2308.11355,https://arxiv.org/abs/2308.11355,2023-08,math.AG,neural networks,unnamed,"In this article, we focus on several commonly used models, including linear models \cite{aitken1936iv, nelder1972generalized}, Support Vector Machine (SVM) \cite{cortes1995support, burges1998tutorial}, and neural networks \cite{rosenblatt1958perceptron, rumelhart1986learning}."
2308.01288,https://arxiv.org/abs/2308.01288,2023-08,math.CA,ChatGPT,openai,"During the preparation of this work the authors used ChatGPT in order to improve English grammar, syntax, spelling and wording."
2308.13251,https://arxiv.org/abs/2308.13251,2023-08,math.CO,BERT-based model,,"For each tweet, the following variables were recorded: their author (user ID), the author's categorization (healthcare professional, news media source, other accounts with thousands of followers), the vaccine mentioned, the language and the general sentiment\footnote{{BERT-based model used for multilingual sentiment analysis: \url{https://huggingface.co/nlptown/bert-base-multilingual-uncased-sentiment}}} of the tweet (on a scale of $1$ to $5$ from negative to positive tone), and the date of publication (to the precision of seconds)."
2309.14288,https://arxiv.org/abs/2309.14288,2023-09,math.AP,a simplified version of the AlexNet architecture,,"Due to the insufficient amount of data, in this work, in addition to using data augmentation techniques to augment data, we also incorporate a simplified version of the AlexNet \cite{krizhevsky2017imagenet} architecture, which consists of two main parts (convolutional layers for feature extraction and fully connected layers for classification), similar to \cite{naseer2020refining}."
2309.14288,https://arxiv.org/abs/2309.14288,2023-09,math.AP,"one-, two-, and three-dimensional convolutional neural network",,"In this section, we report a series of experimental results aimed at comparing the classification performance of the one-, two-, and three-dimensional convolutional neural network in the diagnosis of PD."
2309.01869,https://arxiv.org/abs/2309.01869,2023-09,math.CO,"google AI agent ""Bard""",google,"We were not aware of previous work on the arboricity of planar graph before the google AI agent ""Bard"" told us about it in a personal communication."
2309.02014,https://arxiv.org/abs/2309.02014,2023-09,math.OC,GPT-4,openai,We would also like to thank GPT-4 for inspiring the title of this work.
2310.20458,https://arxiv.org/abs/2310.20458,2023-10,math.AG,PyTorch v1.13.1,,The machine learning model was built using PyTorch v1.13.1~\cite{Pytorch} and scikit-learn v1.1.3~\cite{scikit-learn}.
2310.20458,https://arxiv.org/abs/2310.20458,2023-10,math.AG,RayTune,,"Hyperparameter tuning was partly carried out using RayTune~\cite{Raytune} on a small portion of the training data, via random grid search with Async Successive Halving Algorithm (ASHA) scheduler~\cite{Li2020}, for 100~experiments."
2310.20458,https://arxiv.org/abs/2310.20458,2023-10,math.AG,SHAP analysis,,"The multilayer perceptron that we trained is a black-box model, and post-hoc explanatory methods such as SHAP analysis~\cite{LundbergLee2017} yielded little insight: all features were used uniformly, as might be expected."
2310.20458,https://arxiv.org/abs/2310.20458,2023-10,math.AG,neural network classifier,,We built a neural network classifier to determine whether a \Qfactorial{} Fano variety of Picard rank two and dimension eight is terminal.
2310.20458,https://arxiv.org/abs/2310.20458,2023-10,math.AG,scikit-learn v1.1.3,,The machine learning model was built using PyTorch v1.13.1~\cite{Pytorch} and scikit-learn v1.1.3~\cite{scikit-learn}.
2310.16130,https://arxiv.org/abs/2310.16130,2023-10,math.AP,CHAT GPT,openai,During the preparation of this work the authors used CHAT GPT in order to enhance the quality and fluency of the English writing style.
2310.07570,https://arxiv.org/abs/2310.07570,2023-10,math.AT,ChapGPT version 3.5,openai,ChapGPT version 3.5 was used in this work.
2310.02647,https://arxiv.org/abs/2310.02647,2023-10,math.CT,DeepL,,"During the preparation of this work the authors used chatGPT, DeepL, and Grammarly in order to improve our English."
2310.02647,https://arxiv.org/abs/2310.02647,2023-10,math.CT,Grammarly,,"During the preparation of this work the authors used chatGPT, DeepL, and Grammarly in order to improve our English."
2310.02647,https://arxiv.org/abs/2310.02647,2023-10,math.CT,chatGPT,openai,"During the preparation of this work the authors used chatGPT, DeepL, and Grammarly in order to improve our English."
2310.16515,https://arxiv.org/abs/2310.16515,2023-10,math.GM,GPT,openai,During the preparation of this work the authors used GPT in order to correct grammar and writing.
2310.12047,https://arxiv.org/abs/2310.12047,2023-10,math.GR,genetic algorithm,,"This lower--bound was initially suggested through empirical analysis, using a genetic algorithm developed using the Python API of SageMath \cite{Sage}."
2310.14445,https://arxiv.org/abs/2310.14445,2023-10,math.GT,Chat GPT,openai,We learned that from Chat GPT who did not provide reference that the result must be known.
2310.14445,https://arxiv.org/abs/2310.14445,2023-10,math.GT,Claude,anthropic,"Antropic's ``Claude"" gave the following proof: {\it removing an edge reduces the number of edges and faces by one (which is not true for $K_2$) and claims that removing $E - (V-2)$ edges to get a forest leading to $E \leq 3(V - 2)$ (also not true for $K_2$).}"
2310.14445,https://arxiv.org/abs/2310.14445,2023-10,math.GT,Google Bard,google,"{\bf ``Google Bard""} gave us, when pressed, as reference \cite{NashWilliams1964} which however does not mention this result on planar graphs."
2310.12896,https://arxiv.org/abs/2310.12896,2023-10,math.HO,Mathematica,,This fact allows us to use \textsc{Mathematica} to find the barycentric coordinates for $T$ from the known barycentric coordinates for $D$ and $O_a$.
2310.12896,https://arxiv.org/abs/2310.12896,2023-10,math.HO,OK Geometry,,The following result was found empirically using the program ``OK Geometry''.
2310.13072,https://arxiv.org/abs/2310.13072,2023-10,math.OC,Stable Baselines 3,,"We use the implementation of PPO provided in Stable Baselines 3 \cite{raffin2019stable} (version 1.6.2, Python 3.8), a popular RL library that provides a collection of state-of-the-art algorithm implementations, as well as various tools for RL research."
2310.17856,https://arxiv.org/abs/2310.17856,2023-10,math.OC,Chatgpt(3.5),openai,"Moreover, we acknowledge Chatgpt(3.5) AI tools which is used to rephrase, edit and polish the authors written text for spelling, grammar, or general style."
2310.19548,https://arxiv.org/abs/2310.19548,2023-10,math.OC,ChatGPT,openai,"We obtained similar results for other CNN architectures provided by trustful resources on the internet, e.g., \href{https://pytorch.org/}{PyTorch.org}, as well as designed by ChatGPT through a suitable prompt."
2311.12748,https://arxiv.org/abs/2311.12748,2023-11,math.CA,ChatGPT version 3.5,openai,We appreciate the utilization of ChatGPT version 3.5 in the final preparation of this note.
2311.17751,https://arxiv.org/abs/2311.17751,2023-11,math.CO,SageMath,,"Using SageMath to randomly search for integral matrices $9\times 9$ corresponding to linear systems like this, computing their determinants to find a finite field where these are zero, then computing a non-trivial element of the respective kernel, and finally checking that the sums of non-adjacent vertices are not in the chosen solution, we were able to find the following example:"
2311.17751,https://arxiv.org/abs/2311.17751,2023-11,math.CO,Z3 Theorem Prover,,Using the Z3 Theorem Prover we have obtained the integral sum labellings of the 4D-cube that we are going to describe using the order of the vertices depicted in the following figure:
2311.15175,https://arxiv.org/abs/2311.15175,2023-11,math.OC,ChatGPT,openai,We used ChatGPT to increase readability.
2311.15271,https://arxiv.org/abs/2311.15271,2023-11,math.OC,Bard,google,"Bard: chat-based AI tool, powered by PaLM 2 and developed by Google."
2311.15271,https://arxiv.org/abs/2311.15271,2023-11,math.OC,ChatGPT,openai,"ChatGPT: AI-powered chatbot, powered by GPT-3.5 and developed by OpenAI."
2311.15271,https://arxiv.org/abs/2311.15271,2023-11,math.OC,GPT,openai,"In this numerical experiment, we employ two well-known LLMs: GPT and PaLM 2."
2311.15271,https://arxiv.org/abs/2311.15271,2023-11,math.OC,GPT-3,openai,"The first variant, which we refer to as the multi-stage approach with GPT, fine-tunes GPT-3 to classify constraints and uses GPT-3.5 to identify variables and generate constraints."
2311.15271,https://arxiv.org/abs/2311.15271,2023-11,math.OC,GPT-3.5,openai,"The first variant, which we refer to as the multi-stage approach with GPT, fine-tunes GPT-3 to classify constraints and uses GPT-3.5 to identify variables and generate constraints."
2311.15271,https://arxiv.org/abs/2311.15271,2023-11,math.OC,PaLM 2,,"In this numerical experiment, we employ two well-known LLMs: GPT and PaLM 2."
2311.15271,https://arxiv.org/abs/2311.15271,2023-11,math.OC,ada,,"For proof-of-concept purposes, we fine-tuned the base model called \textit{ada} for this specific text classification task, which is suitable for simple classification and is the fastest and least expensive."
2311.15271,https://arxiv.org/abs/2311.15271,2023-11,math.OC,text-bison-001,,"We also tuned the base model \textit{text-bison-001}, which is the only base model of the PaLM API that can be tuned so far."
2311.15352,https://arxiv.org/abs/2311.15352,2023-11,math.PR,ChatGPT 3.5,openai,The text of this paper was partially reviewed for spelling and grammar using ChatGPT 3.5.
2311.15352,https://arxiv.org/abs/2311.15352,2023-11,math.PR,Wolfram Mathematica 13,,The plots in Fig.~\ref{f:1} were produced with the help of Wolfram Mathematica 13.
2312.07737,https://arxiv.org/abs/2312.07737,2023-12,math.DS,ChatGPT,openai,"During the preparation of this work, the authors used ChatGPT in order to improve readability and language."
2312.09146,https://arxiv.org/abs/2312.09146,2023-12,math.DS,Cellpose software,,Single-cells were segmented using Cellpose software~\cite{pachitariu2022cellpose} and tracked through time by matching cells to their closest counterpart at the previous timepoint.
2312.06061,https://arxiv.org/abs/2312.06061,2023-12,math.GR,Mace4,,"Our investigations were aided by the automated reasoning tool \textsc{Prover9} and the finite model builder \textsc{Mace4} \cite{MC}, as well as the LOOPS package \cite{NV} for GAP \cite{GAP4}."
2312.06061,https://arxiv.org/abs/2312.06061,2023-12,math.GR,Prover9,,"Our investigations were aided by the automated reasoning tool \textsc{Prover9} and the finite model builder \textsc{Mace4} \cite{MC}, as well as the LOOPS package \cite{NV} for GAP \cite{GAP4}."
2401.05384,https://arxiv.org/abs/2401.05384,2023-12,math.HO,ChatGPT (\texttt{gpt-3.5-turbo}),openai,We conduct our experiments based on two OpenAI LLMs: GPT-3 (\texttt{text-davinci-003}) and ChatGPT (\texttt{gpt-3.5-turbo}) through Azure Service.
2401.05384,https://arxiv.org/abs/2401.05384,2023-12,math.HO,GPT-3 (\texttt{text-davinci-003}),openai,We conduct our experiments based on two OpenAI LLMs: GPT-3 (\texttt{text-davinci-003}) and ChatGPT (\texttt{gpt-3.5-turbo}) through Azure Service.
2401.05384,https://arxiv.org/abs/2401.05384,2023-12,math.HO,LlaMA-2 70B,other,\caption{Performances of IMP-TIP based on LlaMA-2 70B.}
2312.05887,https://arxiv.org/abs/2312.05887,2023-12,math.NA,TotalSegmentator (TS),,We compared the segmentation results we obtained with the three methods described in the previous sections with the ones provided by manually drawn profiles within the OsiriX software package \citep{OsiriX} and by the 3D Slicer extension TotalSegmentator (TS) \citep{TotalSegmentator} used in both fast and full-resolution modes.
2312.06980,https://arxiv.org/abs/2312.06980,2023-12,math.NA,ERNIE Bot,other,During the preparation of this work the author(s) used ERNIE Bot in order to improve language and readability.
2312.12542,https://arxiv.org/abs/2312.12542,2023-12,math.NT,ChatGPT,openai,This cartoon (produced with the aid of ChatGPT after much coaxing) depicts the Brauer functor $\wt{\cbr}$ interfacing with the Tate cohomology of moduli of local shtukas and with the $\sigma$-dual homomorphism $\chpsi$.
2312.11494,https://arxiv.org/abs/2312.11494,2023-12,math.OC,ChatGPT,openai,During the preparation of this work the author(s) used ChatGPT in order to improve readability and cogency in text.
2312.12663,https://arxiv.org/abs/2312.12663,2023-12,math.OC,ChatGPT,openai,{\color{red} Edit this ChatGPT generated concluding remarks.}
2312.05932,https://arxiv.org/abs/2312.05932,2023-12,math.ST,ChatGPT,openai,"In Section \ref{sec:ChatGPT}, we asked ChatGPT a number of questions linked to the formulae presented in Section \ref{sec:Theory} and evaluated the responses obtained."
2401.07652,https://arxiv.org/abs/2401.07652,2024-01,math.AP,ChatGPT,openai,"They also wish to acknowledge the support of the University of Bremen, where a significant portion of this work was completed, and ChatGPT for assistance with translation."
2401.12399,https://arxiv.org/abs/2401.12399,2024-01,math.AP,AI Bard,google,"During the preparation of this work, the authors used the AI ChatGPT and the AI Bard to correct grammar and orthography in the text."
2401.12399,https://arxiv.org/abs/2401.12399,2024-01,math.AP,AI ChatGPT,openai,"During the preparation of this work, the authors used the AI ChatGPT and the AI Bard to correct grammar and orthography in the text."
2401.12016,https://arxiv.org/abs/2401.12016,2024-01,math.HO,ChatGPT,openai,A liberal translation based on the use of google translate\footnote{https://translate.google.com/?sl=la. Checked 1.11.2023.} and ChatGPT\footnote{https://chat.openai.com/auth/login. Checked 1.11.2023.} and the translation \cite[p.39]{Hughes2008} is given below.
2401.12016,https://arxiv.org/abs/2401.12016,2024-01,math.HO,ChatGPT--3.5,openai,"The following explanation is based on the transcripts by Boncompagni \cite[p.354]{Boncompagni1857} and Giusti \cite[p.550]{Giusti2020}, the translation by Sigler \cite[p.492]{Sigler2002} and use of google translate and ChatGPT--3.5."
2401.12016,https://arxiv.org/abs/2401.12016,2024-01,math.HO,google translate,,A liberal translation based on the use of google translate\footnote{https://translate.google.com/?sl=la. Checked 1.11.2023.} and ChatGPT\footnote{https://chat.openai.com/auth/login. Checked 1.11.2023.} and the translation \cite[p.39]{Hughes2008} is given below.
2401.05963,https://arxiv.org/abs/2401.05963,2024-01,math.NA,ChatGPT,openai,During the preparation of this work the author used ChatGPT in order to improve readability and language.
2402.03363,https://arxiv.org/abs/2402.03363,2024-01,math.NT,ResNet-based feature extractor,,"In this research, we applied a combination of a ResNet-based feature extractor \cite{resnet} with a Transformer model \cite{transformers} for the classification of encoded numbers."
2402.03363,https://arxiv.org/abs/2402.03363,2024-01,math.NT,Transformer model,,"In this research, we applied a combination of a ResNet-based feature extractor \cite{resnet} with a Transformer model \cite{transformers} for the classification of encoded numbers."
2401.03692,https://arxiv.org/abs/2401.03692,2024-01,math.OC,ChatGPT,openai,During the preparation of this work the authors used ChatGPT in order to improve readability.
2401.15745,https://arxiv.org/abs/2401.15745,2024-01,math.OC,ChatGPT-4,openai,We used ChatGPT-4 \cite{openai2023chatgpt} to check the grammar in Sections 1 and 2.
2401.12270,https://arxiv.org/abs/2401.12270,2024-01,math.ST,Wolfram Alpha,,"The tools used are a CAS (Computer Algebra System) implemented in sympy, which performs symbolic calculus, and an automatic integrator (Wolfram Alpha), which is able to progressively solve even very complicated integrals, by making recourse to a set of established integration rules."
2401.12270,https://arxiv.org/abs/2401.12270,2024-01,math.ST,sympy,,"The tools used are a CAS (Computer Algebra System) implemented in sympy, which performs symbolic calculus, and an automatic integrator (Wolfram Alpha), which is able to progressively solve even very complicated integrals, by making recourse to a set of established integration rules."
2402.08620,https://arxiv.org/abs/2402.08620,2024-02,math.DS,genetic algorithm (GA),,"A genetic algorithm (GA) has been used to estimate the vector of parameters ($B, \beta, \delta, \alpha, \infrate, \gamma$), and the initial conditions $V_0, D_0$ better fitting the experimental data."
2403.19673,https://arxiv.org/abs/2403.19673,2024-02,math.GM,GPT,openai,"With the development of AI tools like GPT, there is now an opportunity to fully document it in an English paper."
2402.10488,https://arxiv.org/abs/2402.10488,2024-02,math.NA,ChatGPT,openai,During the preparation of this work the author(s) used ChatGPT in order to check grammar errors and improve readability.
2403.14631,https://arxiv.org/abs/2403.14631,2024-02,math.NT,TensorFlow,,"First, we describe simple CNN models, both in the language of TensorFlow and as explicit mathematical functions."
2402.04689,https://arxiv.org/abs/2402.04689,2024-02,math.OC,Lean,,We also provide Lean proofs of some results.
2402.11796,https://arxiv.org/abs/2402.11796,2024-02,math.OC,ChatGPT,openai,ChatGPT was utilized to assist with language polishing of this manuscript.
2402.16074,https://arxiv.org/abs/2402.16074,2024-02,math.RT,ChatGPT,openai,Translation by ChatGPT
2402.03756,https://arxiv.org/abs/2402.03756,2024-02,math.ST,an AI tool,unnamed,"We used an AI tool to edit or polish the authors' written text for spelling, grammar, or general style."
2403.17250,https://arxiv.org/abs/2403.17250,2024-03,math.AG,Keras,,"We implemented an autoencoder using TensorFlow and Keras to obtain a compact, latent representation of the data, which helps to capture important features and reduce dimensionality."
2403.17250,https://arxiv.org/abs/2403.17250,2024-03,math.AG,Scikit-learn,,"As a first step, the features X = ('J2', 'J4', 'J6', 'J10') were normalized using the Normalizer from Scikit-learn to ensure that all features have comparable scales."
2403.17250,https://arxiv.org/abs/2403.17250,2024-03,math.AG,TensorFlow,,"We implemented an autoencoder using TensorFlow and Keras to obtain a compact, latent representation of the data, which helps to capture important features and reduce dimensionality."
2403.06318,https://arxiv.org/abs/2403.06318,2024-03,math.CO,ChatGPT,openai,We thank Heather Armstrong for help with Latex and ChatGPT for help with Sage coding.
2403.09581,https://arxiv.org/abs/2403.09581,2024-03,math.CO,ChatGPT 3.5,openai,ChatGPT 3.5 has assisted in the formatting of this document.
2403.18429,https://arxiv.org/abs/2403.18429,2024-03,math.CO,cross-entropy method,,"We have reimplemented here Wagner's approach of applying a cross-entropy method, a particular reinforcement learning technique, to an environment that represents simple graphs, in order to construct counterexamples in graph theory."
2403.18429,https://arxiv.org/abs/2403.18429,2024-03,math.CO,reinforcement learning,,Here we apply the previously described reimplementation of Wagner's approach to reinforcement learning on graphs to all 68 conjectured automated bounds on the Laplacian spectral radius of graphs.
